Format Version,1.21,Take Name,Take 2022-02-08 06.47.42 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-08 06.47.42.720 PM,Total Frames in Take,64656,Total Exported Frames,5775,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
1212,10.100000,-0.501124,0.168231,-0.158711,-0.500339,0.152207,-0.255992,-0.497660,0.355298,-0.046024
1213,10.108333,-0.501133,0.168136,-0.158701,-0.500345,0.152204,-0.255981,-0.497650,0.355213,-0.046041
1214,10.116667,-0.501137,0.168043,-0.158679,-0.500350,0.152191,-0.255964,-0.497658,0.355108,-0.045997
1215,10.125000,-0.501136,0.167968,-0.158675,-0.500344,0.152192,-0.255962,-0.497660,0.355024,-0.045985
1216,10.133333,-0.501139,0.167860,-0.158678,-0.500343,0.152194,-0.255960,-0.497658,0.354938,-0.045993
1217,10.141667,-0.501145,0.167769,-0.158642,-0.500346,0.152193,-0.255941,-0.497667,0.354861,-0.045992
1218,10.150000,-0.501136,0.167707,-0.158648,-0.500346,0.152210,-0.255957,-0.497667,0.354784,-0.045968
1219,10.158333,-0.501135,0.167611,-0.158628,-0.500349,0.152196,-0.255941,-0.497680,0.354696,-0.045970
1220,10.166667,-0.501123,0.167536,-0.158641,-0.500349,0.152189,-0.255931,-0.497678,0.354609,-0.045959
1221,10.175000,-0.501124,0.167449,-0.158642,-0.500347,0.152206,-0.255956,-0.497670,0.354537,-0.045968
1222,10.183333,-0.501116,0.167372,-0.158677,-0.500351,0.152185,-0.255938,-0.497679,0.354444,-0.045961
1223,10.191667,-0.501114,0.167291,-0.158657,-0.500349,0.152203,-0.255958,-0.497667,0.354370,-0.045994
1224,10.200000,-0.501109,0.167226,-0.158704,-0.500344,0.152204,-0.255978,-0.497667,0.354289,-0.046004
1225,10.208333,-0.501113,0.167144,-0.158700,-0.500352,0.152198,-0.255964,-0.497656,0.354202,-0.046019
1226,10.216667,-0.501106,0.167064,-0.158716,-0.500346,0.152199,-0.255965,-0.497648,0.354117,-0.046055
1227,10.225000,-0.501110,0.166984,-0.158733,-0.500346,0.152192,-0.255978,-0.497642,0.354040,-0.046082
1228,10.233333,-0.501116,0.166896,-0.158733,-0.500347,0.152198,-0.255985,-0.497647,0.353954,-0.046050
1229,10.241667,-0.501105,0.166815,-0.158751,-0.500342,0.152203,-0.255981,-0.497640,0.353868,-0.046053
1230,10.250000,-0.501107,0.166734,-0.158744,-0.500348,0.152205,-0.255978,-0.497655,0.353772,-0.045997
1231,10.258333,-0.501101,0.166657,-0.158749,-0.500345,0.152207,-0.255982,-0.497639,0.353684,-0.045999
1232,10.266667,-0.501102,0.166587,-0.158759,-0.500348,0.152199,-0.255959,-0.497638,0.353602,-0.045968
1233,10.275000,-0.501110,0.166481,-0.158714,-0.500347,0.152199,-0.255956,-0.497633,0.353514,-0.045978
1234,10.283333,-0.501109,0.166416,-0.158730,-0.500345,0.152198,-0.255956,-0.497633,0.353439,-0.045972
1235,10.291667,-0.501129,0.166265,-0.158685,-0.500346,0.152200,-0.255952,-0.497636,0.353363,-0.046004
1236,10.300000,-0.501127,0.166186,-0.158687,-0.500348,0.152189,-0.255939,-0.497642,0.353266,-0.045992
1237,10.308333,-0.501123,0.166103,-0.158681,-0.500346,0.152201,-0.255961,-0.497645,0.353190,-0.046002
1238,10.316667,-0.501125,0.166009,-0.158663,-0.500349,0.152190,-0.255950,-0.497643,0.353101,-0.046007
1239,10.325000,-0.501121,0.165903,-0.158642,-0.500343,0.152204,-0.255973,-0.497635,0.353022,-0.046044
1240,10.333333,-0.501119,0.165813,-0.158639,-0.500354,0.152186,-0.255956,-0.497630,0.352939,-0.046051
1241,10.341667,-0.501115,0.165730,-0.158641,-0.500348,0.152194,-0.255965,-0.497626,0.352859,-0.046098
1242,10.350000,-0.501107,0.165673,-0.158676,-0.500345,0.152200,-0.255984,-0.497612,0.352784,-0.046108
1243,10.358333,-0.501107,0.165614,-0.158702,-0.500350,0.152198,-0.255980,-0.497614,0.352698,-0.046098
1244,10.366667,-0.501103,0.165529,-0.158683,-0.500346,0.152192,-0.255966,-0.497603,0.352624,-0.046106
1245,10.375000,-0.501105,0.165458,-0.158687,-0.500339,0.152213,-0.255999,-0.497593,0.352538,-0.046105
1246,10.383333,-0.501101,0.165395,-0.158724,-0.500346,0.152194,-0.255968,-0.497605,0.352465,-0.046072
1247,10.391667,-0.501096,0.165307,-0.158704,-0.500343,0.152198,-0.255974,-0.497606,0.352386,-0.046075
1248,10.400000,-0.501090,0.165244,-0.158739,-0.500351,0.152185,-0.255948,-0.497613,0.352279,-0.046028
1249,10.408333,-0.501095,0.165158,-0.158713,-0.500347,0.152188,-0.255938,-0.497619,0.352195,-0.046006
1250,10.416667,-0.501089,0.165066,-0.158696,-0.500349,0.152192,-0.255955,-0.497618,0.352104,-0.045961
1251,10.425000,-0.501087,0.165011,-0.158739,-0.500351,0.152188,-0.255948,-0.497626,0.352015,-0.045928
1252,10.433333,-0.501078,0.164930,-0.158746,-0.500350,0.152191,-0.255941,-0.497627,0.351940,-0.045921
1253,10.441667,-0.501078,0.164836,-0.158731,-0.500347,0.152206,-0.255960,-0.497634,0.351850,-0.045911
1254,10.450000,-0.501087,0.164716,-0.158729,-0.500352,0.152185,-0.255943,-0.497625,0.351767,-0.045956
1255,10.458333,-0.501081,0.164620,-0.158713,-0.500350,0.152198,-0.255958,-0.497617,0.351690,-0.045966
1256,10.466667,-0.501089,0.164531,-0.158712,-0.500342,0.152197,-0.255949,-0.497616,0.351594,-0.045989
1257,10.475000,-0.501090,0.164425,-0.158689,-0.500342,0.152194,-0.255959,-0.497594,0.351516,-0.046052
1258,10.483333,-0.501081,0.164327,-0.158696,-0.500339,0.152191,-0.255965,-0.497594,0.351414,-0.046064
1259,10.491667,-0.501093,0.164208,-0.158638,-0.500343,0.152195,-0.255969,-0.497585,0.351328,-0.046102
1260,10.500000,-0.501092,0.164122,-0.158647,-0.500344,0.152185,-0.255962,-0.497576,0.351240,-0.046105
1261,10.508333,-0.501089,0.164053,-0.158672,-0.500342,0.152185,-0.255952,-0.497579,0.351169,-0.046120
1262,10.516667,-0.501098,0.163972,-0.158644,-0.500342,0.152199,-0.255976,-0.497581,0.351086,-0.046112
1263,10.525000,-0.501102,0.163907,-0.158647,-0.500344,0.152192,-0.255965,-0.497579,0.351013,-0.046107
1264,10.533333,-0.501099,0.163853,-0.158662,-0.500347,0.152192,-0.255957,-0.497580,0.350943,-0.046095
1265,10.541667,-0.501103,0.163754,-0.158617,-0.500351,0.152188,-0.255942,-0.497583,0.350872,-0.046078
1266,10.550000,-0.501093,0.163695,-0.158647,-0.500347,0.152184,-0.255940,-0.497584,0.350788,-0.046042
1267,10.558333,-0.501095,0.163617,-0.158636,-0.500347,0.152186,-0.255943,-0.497580,0.350700,-0.046027
1268,10.566667,-0.501086,0.163545,-0.158655,-0.500345,0.152194,-0.255947,-0.497586,0.350610,-0.045987
1269,10.575000,-0.501076,0.163473,-0.158674,-0.500343,0.152188,-0.255941,-0.497589,0.350519,-0.045955
1270,10.583333,-0.501067,0.163390,-0.158695,-0.500345,0.152192,-0.255945,-0.497591,0.350426,-0.045937
1271,10.591667,-0.501056,0.163304,-0.158687,-0.500337,0.152204,-0.255966,-0.497587,0.350344,-0.045946
1272,10.600000,-0.501054,0.163227,-0.158726,-0.500343,0.152191,-0.255947,-0.497590,0.350236,-0.045937
1273,10.608333,-0.501046,0.163151,-0.158742,-0.500341,0.152192,-0.255952,-0.497592,0.350143,-0.045937
1274,10.616667,-0.501042,0.163042,-0.158768,-0.500342,0.152193,-0.255961,-0.497582,0.350056,-0.045967
1275,10.625000,-0.501047,0.162962,-0.158774,-0.500340,0.152193,-0.255961,-0.497579,0.349983,-0.046027
1276,10.633333,-0.501038,0.162880,-0.158775,-0.500343,0.152199,-0.255969,-0.497566,0.349895,-0.046031
1277,10.641667,-0.501043,0.162801,-0.158765,-0.500339,0.152199,-0.255980,-0.497566,0.349825,-0.046060
1278,10.650000,-0.501048,0.162709,-0.158747,-0.500343,0.152192,-0.255965,-0.497570,0.349753,-0.046067
1279,10.658333,-0.501043,0.162637,-0.158762,-0.500337,0.152204,-0.255982,-0.497567,0.349663,-0.046041
1280,10.666667,-0.501050,0.162550,-0.158743,-0.500343,0.152203,-0.255984,-0.497572,0.349593,-0.046044
1281,10.675000,-0.501055,0.162486,-0.158723,-0.500340,0.152198,-0.255952,-0.497572,0.349520,-0.046024
1282,10.683333,-0.501057,0.162405,-0.158707,-0.500336,0.152187,-0.255947,-0.497576,0.349444,-0.046000
1283,10.691667,-0.501061,0.162340,-0.158707,-0.500343,0.152203,-0.255959,-0.497580,0.349367,-0.045968
1284,10.700000,-0.501056,0.162268,-0.158711,-0.500334,0.152197,-0.255950,-0.497573,0.349289,-0.045973
1285,10.708333,-0.501064,0.162160,-0.158658,-0.500340,0.152200,-0.255955,-0.497573,0.349197,-0.045954
1286,10.716667,-0.501062,0.162072,-0.158668,-0.500345,0.152190,-0.255941,-0.497566,0.349118,-0.045978
1287,10.725000,-0.501052,0.161993,-0.158669,-0.500337,0.152204,-0.255962,-0.497569,0.349026,-0.045975
1288,10.733333,-0.501055,0.161885,-0.158655,-0.500344,0.152191,-0.255953,-0.497574,0.348943,-0.045944
1289,10.741667,-0.501043,0.161820,-0.158701,-0.500344,0.152204,-0.255966,-0.497570,0.348858,-0.045954
1290,10.750000,-0.501034,0.161756,-0.158733,-0.500339,0.152201,-0.255970,-0.497569,0.348770,-0.045956
1291,10.758333,-0.501033,0.161678,-0.158751,-0.500345,0.152198,-0.255968,-0.497569,0.348673,-0.045937
1292,10.766667,-0.501016,0.161605,-0.158771,-0.500346,0.152194,-0.255965,-0.497570,0.348587,-0.045954
1293,10.775000,-0.501011,0.161535,-0.158784,-0.500335,0.152207,-0.255989,-0.497562,0.348495,-0.045957
1294,10.783333,-0.501020,0.161418,-0.158782,-0.500343,0.152200,-0.255977,-0.497569,0.348415,-0.045968
1295,10.791667,-0.501004,0.161357,-0.158818,-0.500336,0.152211,-0.255989,-0.497569,0.348330,-0.045973
1296,10.800000,-0.501013,0.161284,-0.158830,-0.500342,0.152207,-0.255979,-0.497561,0.348245,-0.045978
1297,10.808333,-0.501002,0.161207,-0.158837,-0.500349,0.152185,-0.255940,-0.497564,0.348164,-0.045973
1298,10.816667,-0.501001,0.161130,-0.158855,-0.500337,0.152202,-0.255966,-0.497562,0.348093,-0.045989
1299,10.825000,-0.501005,0.161056,-0.158852,-0.500342,0.152195,-0.255940,-0.497563,0.348011,-0.045975
1300,10.833333,-0.501003,0.160975,-0.158858,-0.500338,0.152200,-0.255952,-0.497565,0.347939,-0.045946
1301,10.841667,-0.501010,0.160906,-0.158855,-0.500342,0.152202,-0.255966,-0.497568,0.347872,-0.045934
1302,10.850000,-0.501005,0.160833,-0.158836,-0.500341,0.152201,-0.255965,-0.497575,0.347790,-0.045897
1303,10.858333,-0.501005,0.160770,-0.158844,-0.500337,0.152209,-0.255981,-0.497572,0.347709,-0.045882
1304,10.866667,-0.501000,0.160668,-0.158822,-0.500338,0.152208,-0.255974,-0.497562,0.347630,-0.045891
1305,10.875000,-0.500998,0.160572,-0.158789,-0.500345,0.152201,-0.255968,-0.497565,0.347548,-0.045902
1306,10.883333,-0.500989,0.160492,-0.158817,-0.500337,0.152204,-0.255976,-0.497556,0.347450,-0.045910
1307,10.891667,-0.500994,0.160371,-0.158784,-0.500344,0.152191,-0.255955,-0.497568,0.347359,-0.045909
1308,10.900000,-0.500980,0.160286,-0.158788,-0.500336,0.152206,-0.255964,-0.497550,0.347276,-0.045939
1309,10.908333,-0.500987,0.160197,-0.158795,-0.500343,0.152194,-0.255963,-0.497561,0.347172,-0.045910
1310,10.916667,-0.500976,0.160126,-0.158807,-0.500341,0.152201,-0.255965,-0.497554,0.347092,-0.045917
1311,10.925000,-0.500979,0.160050,-0.158811,-0.500338,0.152198,-0.255971,-0.497552,0.347011,-0.045897
1312,10.933333,-0.500984,0.159959,-0.158783,-0.500340,0.152198,-0.255965,-0.497560,0.346924,-0.045892
1313,10.941667,-0.500982,0.159890,-0.158781,-0.500340,0.152208,-0.255979,-0.497556,0.346852,-0.045889
1314,10.950000,-0.500986,0.159794,-0.158804,-0.500343,0.152206,-0.255985,-0.497559,0.346758,-0.045884
1315,10.958333,-0.500986,0.159723,-0.158826,-0.500344,0.152207,-0.255977,-0.497559,0.346682,-0.045913
1316,10.966667,-0.500986,0.159664,-0.158833,-0.500341,0.152213,-0.255982,-0.497551,0.346607,-0.045909
1317,10.975000,-0.500983,0.159585,-0.158854,-0.500349,0.152195,-0.255956,-0.497556,0.346531,-0.045897
1318,10.983333,-0.500978,0.159509,-0.158862,-0.500341,0.152201,-0.255967,-0.497550,0.346431,-0.045864
1319,10.991667,-0.500972,0.159438,-0.158879,-0.500335,0.152211,-0.255967,-0.497552,0.346364,-0.045880
1320,11.000000,-0.500975,0.159318,-0.158856,-0.500339,0.152199,-0.255952,-0.497561,0.346268,-0.045852
1321,11.008333,-0.500972,0.159247,-0.158874,-0.500336,0.152199,-0.255964,-0.497553,0.346179,-0.045825
1322,11.016667,-0.500950,0.159166,-0.158876,-0.500339,0.152204,-0.255968,-0.497558,0.346082,-0.045814
1323,11.025000,-0.500949,0.159098,-0.158902,-0.500339,0.152206,-0.255969,-0.497558,0.346003,-0.045828
1324,11.033333,-0.500938,0.159027,-0.158933,-0.500336,0.152215,-0.255993,-0.497554,0.345924,-0.045833
1325,11.041667,-0.500935,0.158938,-0.158911,-0.500338,0.152212,-0.255992,-0.497549,0.345832,-0.045838
1326,11.050000,-0.500944,0.158851,-0.158894,-0.500337,0.152213,-0.255991,-0.497544,0.345764,-0.045874
1327,11.058333,-0.500953,0.158750,-0.158852,-0.500335,0.152207,-0.255982,-0.497541,0.345675,-0.045888
1328,11.066667,-0.500958,0.158651,-0.158830,-0.500343,0.152209,-0.255986,-0.497538,0.345605,-0.045921
1329,11.075000,-0.500955,0.158575,-0.158845,-0.500341,0.152220,-0.256000,-0.497532,0.345522,-0.045924
1330,11.083333,-0.500959,0.158472,-0.158804,-0.500338,0.152214,-0.255986,-0.497538,0.345417,-0.045893
1331,11.091667,-0.500963,0.158383,-0.158792,-0.500338,0.152216,-0.255986,-0.497535,0.345332,-0.045905
1332,11.100000,-0.500964,0.158293,-0.158787,-0.500328,0.152220,-0.255984,-0.497532,0.345248,-0.045914
1333,11.108333,-0.500958,0.158212,-0.158765,-0.500338,0.152215,-0.255980,-0.497542,0.345158,-0.045867
1334,11.116667,-0.500956,0.157994,-0.158833,-0.500336,0.152202,-0.255953,-0.497533,0.345078,-0.045889
1335,11.125000,-0.500955,0.157931,-0.158858,-0.500334,0.152219,-0.255985,-0.497534,0.345000,-0.045879
1336,11.133333,-0.500958,0.157866,-0.158873,-0.500339,0.152195,-0.255952,-0.497543,0.344918,-0.045844
1337,11.141667,-0.500947,0.157788,-0.158859,-0.500332,0.152226,-0.256007,-0.497535,0.344847,-0.045857
1338,11.150000,-0.500944,0.157723,-0.158870,-0.500337,0.152217,-0.255988,-0.497535,0.344766,-0.045811
1339,11.158333,-0.500947,0.157618,-0.158856,-0.500337,0.152222,-0.255998,-0.497537,0.344686,-0.045837
1340,11.166667,-0.500931,0.157553,-0.158906,-0.500331,0.152212,-0.255985,-0.497522,0.344602,-0.045859
1341,11.175000,-0.500929,0.157455,-0.158888,-0.500335,0.152216,-0.255985,-0.497519,0.344524,-0.045845
1342,11.183333,-0.500924,0.157386,-0.158926,-0.500334,0.152225,-0.256003,-0.497518,0.344438,-0.045865
1343,11.191667,-0.500916,0.157319,-0.158947,-0.500334,0.152223,-0.255992,-0.497513,0.344349,-0.045873
1344,11.200000,-0.500917,0.157215,-0.158918,-0.500335,0.152218,-0.255981,-0.497506,0.344256,-0.045888
1345,11.208333,-0.500918,0.157119,-0.158912,-0.500335,0.152216,-0.255979,-0.497505,0.344169,-0.045931
1346,11.216667,-0.500915,0.157024,-0.158891,-0.500328,0.152223,-0.255993,-0.497504,0.344093,-0.045949
1347,11.225000,-0.500911,0.156945,-0.158880,-0.500332,0.152212,-0.255975,-0.497493,0.344017,-0.045975
1348,11.233333,-0.500906,0.156843,-0.158858,-0.500331,0.152235,-0.256013,-0.497489,0.343939,-0.045967
1349,11.241667,-0.500914,0.156774,-0.158864,-0.500328,0.152222,-0.255986,-0.497494,0.343844,-0.045953
1350,11.250000,-0.500922,0.156676,-0.158831,-0.500331,0.152235,-0.256005,-0.497499,0.343759,-0.045909
1351,11.258333,-0.500910,0.156600,-0.158827,-0.500334,0.152225,-0.255980,-0.497499,0.343678,-0.045916
1352,11.266667,-0.500935,0.156592,-0.158699,-0.500333,0.152222,-0.255982,-0.497513,0.343585,-0.045890
1353,11.275000,-0.500942,0.156491,-0.158734,-0.500336,0.152229,-0.255987,-0.497503,0.343492,-0.045879
1354,11.283333,-0.500948,0.156389,-0.158724,-0.500333,0.152223,-0.255982,-0.497502,0.343394,-0.045886
1355,11.291667,-0.500953,0.156289,-0.158693,-0.500334,0.152229,-0.255985,-0.497498,0.343310,-0.045900
1356,11.300000,-0.500934,0.156205,-0.158724,-0.500334,0.152229,-0.255993,-0.497491,0.343221,-0.045890
1357,11.308333,-0.500943,0.156111,-0.158702,-0.500336,0.152220,-0.255983,-0.497483,0.343135,-0.045912
1358,11.316667,-0.500938,0.156042,-0.158732,-0.500334,0.152232,-0.255999,-0.497477,0.343060,-0.045945
1359,11.325000,-0.500927,0.155956,-0.158723,-0.500327,0.152226,-0.255986,-0.497469,0.342977,-0.045923
1360,11.333333,-0.500926,0.155879,-0.158732,-0.500333,0.152222,-0.255996,-0.497456,0.342910,-0.045973
1361,11.341667,-0.500922,0.155795,-0.158726,-0.500328,0.152218,-0.255976,-0.497457,0.342838,-0.045959
1362,11.350000,-0.500921,0.155725,-0.158737,-0.500325,0.152236,-0.256011,-0.497455,0.342762,-0.045979
1363,11.358333,-0.500918,0.155666,-0.158744,-0.500334,0.152235,-0.255993,-0.497462,0.342680,-0.045952
1364,11.366667,-0.500910,0.155605,-0.158771,-0.500326,0.152229,-0.255988,-0.497464,0.342591,-0.045929
1365,11.375000,-0.500912,0.155520,-0.158755,-0.500333,0.152227,-0.255978,-0.497466,0.342500,-0.045945
1366,11.383333,-0.500907,0.155436,-0.158756,-0.500329,0.152233,-0.255993,-0.497463,0.342422,-0.045953
1367,11.391667,-0.500900,0.155349,-0.158773,-0.500326,0.152249,-0.256001,-0.497462,0.342342,-0.045975
1368,11.400000,-0.500902,0.155255,-0.158758,-0.500335,0.152224,-0.255980,-0.497463,0.342249,-0.045937
1369,11.408333,-0.500904,0.155173,-0.158757,-0.500332,0.152223,-0.255968,-0.497464,0.342180,-0.045964
1370,11.416667,-0.500902,0.155097,-0.158757,-0.500320,0.152232,-0.255987,-0.497458,0.342099,-0.045954
1371,11.425000,-0.500894,0.155015,-0.158762,-0.500335,0.152222,-0.255970,-0.497459,0.342010,-0.045959
1372,11.433333,-0.500888,0.154938,-0.158775,-0.500320,0.152224,-0.255978,-0.497449,0.341924,-0.045969
1373,11.441667,-0.500910,0.154786,-0.158721,-0.500329,0.152226,-0.255992,-0.497445,0.341810,-0.045944
1374,11.450000,-0.500906,0.154686,-0.158696,-0.500328,0.152237,-0.256009,-0.497437,0.341724,-0.045941
1375,11.458333,-0.500908,0.154588,-0.158692,-0.500322,0.152242,-0.256013,-0.497425,0.341651,-0.046011
1376,11.466667,-0.500905,0.154504,-0.158703,-0.500330,0.152219,-0.255978,-0.497416,0.341556,-0.045991
1377,11.475000,-0.500910,0.154415,-0.158685,-0.500328,0.152237,-0.255997,-0.497414,0.341480,-0.046006
1378,11.483333,-0.500915,0.154326,-0.158677,-0.500331,0.152223,-0.255982,-0.497414,0.341416,-0.046008
1379,11.491667,-0.500914,0.154248,-0.158675,-0.500323,0.152229,-0.255981,-0.497411,0.341331,-0.045995
1380,11.500000,-0.500912,0.154170,-0.158664,-0.500323,0.152228,-0.255988,-0.497404,0.341269,-0.046018
1381,11.508333,-0.500916,0.154088,-0.158666,-0.500326,0.152234,-0.255995,-0.497414,0.341180,-0.045984
1382,11.516667,-0.500914,0.154022,-0.158697,-0.500332,0.152217,-0.255963,-0.497423,0.341100,-0.045996
1383,11.525000,-0.500905,0.153950,-0.158685,-0.500320,0.152232,-0.255988,-0.497419,0.341015,-0.045969
1384,11.533333,-0.500911,0.153880,-0.158690,-0.500328,0.152233,-0.255980,-0.497431,0.340916,-0.045944
1385,11.541667,-0.500908,0.153818,-0.158708,-0.500328,0.152223,-0.255965,-0.497425,0.340863,-0.045995
1386,11.550000,-0.500903,0.153736,-0.158707,-0.500324,0.152230,-0.255989,-0.497434,0.340777,-0.045984
1387,11.558333,-0.500896,0.153657,-0.158739,-0.500327,0.152232,-0.255991,-0.497426,0.340681,-0.046001
1388,11.566667,-0.500893,0.153569,-0.158744,-0.500333,0.152222,-0.255974,-0.497425,0.340606,-0.046006
1389,11.575000,-0.500886,0.153486,-0.158763,-0.500321,0.152231,-0.256000,-0.497421,0.340513,-0.046001
1390,11.583333,-0.500872,0.153412,-0.158798,-0.500328,0.152227,-0.255984,-0.497410,0.340404,-0.045998
1391,11.591667,-0.500873,0.153310,-0.158778,-0.500326,0.152226,-0.255978,-0.497402,0.340308,-0.046031
1392,11.600000,-0.500888,0.153185,-0.158748,-0.500324,0.152234,-0.256006,-0.497394,0.340224,-0.046071
1393,11.608333,-0.500882,0.153084,-0.158744,-0.500325,0.152227,-0.255996,-0.497380,0.340137,-0.046060
1394,11.616667,-0.500879,0.153009,-0.158754,-0.500326,0.152223,-0.255976,-0.497376,0.340051,-0.046064
1395,11.625000,-0.500884,0.152904,-0.158697,-0.500326,0.152223,-0.255979,-0.497386,0.339973,-0.046041
1396,11.633333,-0.500879,0.152822,-0.158702,-0.500320,0.152242,-0.256001,-0.497377,0.339906,-0.046057
1397,11.641667,-0.500889,0.152742,-0.158679,-0.500321,0.152220,-0.255976,-0.497389,0.339835,-0.046026
1398,11.650000,-0.500877,0.152663,-0.158666,-0.500322,0.152236,-0.255992,-0.497388,0.339769,-0.046011
1399,11.658333,-0.500877,0.152584,-0.158679,-0.500321,0.152245,-0.256001,-0.497392,0.339688,-0.046014
1400,11.666667,-0.500890,0.152512,-0.158678,-0.500322,0.152233,-0.255982,-0.497397,0.339613,-0.046002
1401,11.675000,-0.500887,0.152413,-0.158651,-0.500324,0.152222,-0.255971,-0.497396,0.339520,-0.045997
1402,11.683333,-0.500882,0.152329,-0.158669,-0.500322,0.152234,-0.255982,-0.497399,0.339433,-0.046019
1403,11.691667,-0.500896,0.152221,-0.158629,-0.500331,0.152216,-0.255967,-0.497407,0.339337,-0.045989
1404,11.700000,-0.500890,0.152165,-0.158653,-0.500319,0.152229,-0.255987,-0.497400,0.339262,-0.046030
1405,11.708333,-0.500889,0.152082,-0.158650,-0.500331,0.152217,-0.255966,-0.497402,0.339173,-0.046024
1406,11.716667,-0.500876,0.152013,-0.158682,-0.500326,0.152231,-0.255990,-0.497400,0.339068,-0.046013
1407,11.725000,-0.500867,0.151937,-0.158707,-0.500323,0.152227,-0.255984,-0.497385,0.339004,-0.046050
1408,11.733333,-0.500874,0.151863,-0.158702,-0.500326,0.152226,-0.255986,-0.497388,0.338905,-0.046016
1409,11.741667,-0.500861,0.151798,-0.158732,-0.500322,0.152234,-0.256007,-0.497387,0.338832,-0.046025
1410,11.750000,-0.500849,0.151743,-0.158762,-0.500324,0.152223,-0.255977,-0.497371,0.338736,-0.046020
1411,11.758333,-0.500847,0.151667,-0.158771,-0.500325,0.152226,-0.255983,-0.497378,0.338661,-0.046018
1412,11.766667,-0.500834,0.151582,-0.158804,-0.500314,0.152239,-0.255993,-0.497365,0.338591,-0.046028
1413,11.775000,-0.500843,0.151500,-0.158793,-0.500323,0.152236,-0.255981,-0.497371,0.338512,-0.046019
1414,11.783333,-0.500838,0.151418,-0.158797,-0.500320,0.152230,-0.255976,-0.497370,0.338439,-0.046022
1415,11.791667,-0.500826,0.151345,-0.158803,-0.500322,0.152238,-0.255988,-0.497371,0.338359,-0.046021
1416,11.800000,-0.500838,0.151244,-0.158774,-0.500330,0.152230,-0.255973,-0.497384,0.338288,-0.046014
1417,11.808333,-0.500831,0.151180,-0.158789,-0.500327,0.152235,-0.255984,-0.497384,0.338211,-0.046002
1418,11.816667,-0.500836,0.151076,-0.158762,-0.500328,0.152233,-0.255985,-0.497381,0.338140,-0.046005
1419,11.825000,-0.500844,0.150985,-0.158758,-0.500328,0.152220,-0.255965,-0.497381,0.338035,-0.046000
1420,11.833333,-0.500845,0.150884,-0.158731,-0.500320,0.152241,-0.255994,-0.497379,0.337966,-0.046039
1421,11.841667,-0.500843,0.150803,-0.158731,-0.500326,0.152239,-0.256005,-0.497375,0.337869,-0.046040
1422,11.850000,-0.500850,0.150718,-0.158755,-0.500326,0.152239,-0.255991,-0.497377,0.337787,-0.046017
1423,11.858333,-0.500844,0.150637,-0.158779,-0.500320,0.152245,-0.256006,-0.497370,0.337688,-0.046053
1424,11.866667,-0.500845,0.150559,-0.158774,-0.500326,0.152229,-0.255979,-0.497371,0.337600,-0.046050
1425,11.875000,-0.500830,0.150479,-0.158789,-0.500326,0.152246,-0.255993,-0.497367,0.337513,-0.046067
1426,11.883333,-0.500823,0.150390,-0.158778,-0.500318,0.152245,-0.256013,-0.497362,0.337420,-0.046061
1427,11.891667,-0.500834,0.150315,-0.158772,-0.500328,0.152224,-0.255973,-0.497369,0.337329,-0.046030
1428,11.900000,-0.500826,0.150235,-0.158789,-0.500325,0.152240,-0.255993,-0.497365,0.337239,-0.046025
1429,11.908333,-0.500820,0.150172,-0.158825,-0.500327,0.152234,-0.255990,-0.497372,0.337146,-0.046011
1430,11.916667,-0.500816,0.150106,-0.158830,-0.500322,0.152241,-0.256000,-0.497365,0.337071,-0.046010
1431,11.925000,-0.500813,0.150037,-0.158853,-0.500323,0.152235,-0.255982,-0.497365,0.336996,-0.046013
1432,11.933333,-0.500818,0.149915,-0.158850,-0.500326,0.152246,-0.256001,-0.497366,0.336910,-0.045992
1433,11.941667,-0.500808,0.149831,-0.158852,-0.500325,0.152250,-0.255998,-0.497354,0.336847,-0.046022
1434,11.950000,-0.500798,0.149759,-0.158871,-0.500324,0.152254,-0.256001,-0.497355,0.336783,-0.046036
1435,11.958333,-0.500799,0.149667,-0.158858,-0.500322,0.152263,-0.256018,-0.497373,0.336698,-0.046009
1436,11.966667,-0.500784,0.149592,-0.158883,-0.500320,0.152249,-0.255996,-0.497367,0.336614,-0.046045
1437,11.975000,-0.500782,0.149522,-0.158887,-0.500332,0.152238,-0.255982,-0.497370,0.336538,-0.046044
1438,11.983333,-0.500780,0.149437,-0.158879,-0.500326,0.152239,-0.255990,-0.497373,0.336455,-0.046033
1439,11.991667,-0.500776,0.149362,-0.158891,-0.500325,0.152245,-0.256012,-0.497367,0.336375,-0.046036
1440,12.000000,-0.500778,0.149291,-0.158906,-0.500323,0.152254,-0.256014,-0.497365,0.336286,-0.046025
1441,12.008333,-0.500764,0.149216,-0.158904,-0.500322,0.152253,-0.256005,-0.497360,0.336206,-0.046048
